"YEAR","RACE","SEX","SITE","EVENT_TYPE","COUNT","POPULATION"
"2010","Black","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","3741",42200372
"2010","Black","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","2826",42200372
"2010-2014","Black","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","21108",214908633
"2010-2014","Black","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","15930",216263790
"2011","Black","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","4068",42461848
"2011","Black","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","3041",42722897
"2012","Black","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","4262",43252304
"2012","Black","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","3190",43252304
"2013","Black","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","4584",43772123
"2013","Black","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","3385",43772123
"2014","Black","Male and Female","Liver and Intrahepatic Bile Duct","Incidence","4518",44316094
"2014","Black","Male and Female","Liver and Intrahepatic Bile Duct","Mortality","3488",44316094
"1999","Black","Male and Female","Lung and Bronchus","Incidence","18470",34705681
"1999","Black","Male and Female","Lung and Bronchus","Mortality","15953",36173121
"2000","Black","Male and Female","Lung and Bronchus","Incidence","18264",35251906
"2000","Black","Male and Female","Lung and Bronchus","Mortality","16053",36728709
"2001","Black","Male and Female","Lung and Bronchus","Incidence","18859",36203400
"2001","Black","Male and Female","Lung and Bronchus","Mortality","16002",37249775
"2002","Black","Male and Female","Lung and Bronchus","Incidence","19092",36353150
"2002","Black","Male and Female","Lung and Bronchus","Mortality","16306",37748424
"2003","Black","Male and Female","Lung and Bronchus","Incidence","20576",38209741
"2003","Black","Male and Female","Lung and Bronchus","Mortality","16367",38209741
"2004","Black","Male and Female","Lung and Bronchus","Incidence","20831",38738798
"2004","Black","Male and Female","Lung and Bronchus","Mortality","16462",38738798
"2005","Black","Male and Female","Lung and Bronchus","Incidence","21260",39280731
"2005","Black","Male and Female","Lung and Bronchus","Mortality","16555",39280731
"2006","Black","Male and Female","Lung and Bronchus","Incidence","21271",39857107
"2006","Black","Male and Female","Lung and Bronchus","Mortality","16485",39857107
"2007","Black","Male and Female","Lung and Bronchus","Incidence","21589",40451108
"2007","Black","Male and Female","Lung and Bronchus","Mortality","16485",40451108
"2008","Black","Male and Female","Lung and Bronchus","Incidence","21826",41048959
"2008","Black","Male and Female","Lung and Bronchus","Mortality","16238",41048959
"2009","Black","Male and Female","Lung and Bronchus","Incidence","22580",41632450
"2009","Black","Male and Female","Lung and Bronchus","Mortality","16325",41632450
"2010","Black","Male and Female","Lung and Bronchus","Incidence","22513",42200372
"2010","Black","Male and Female","Lung and Bronchus","Mortality","16681",42200372
"2010-2014","Black","Male and Female","Lung and Bronchus","Incidence","113509",214908633
"2010-2014","Black","Male and Female","Lung and Bronchus","Mortality","83583",216263790
"2011","Black","Male and Female","Lung and Bronchus","Incidence","22505",42461848
"2011","Black","Male and Female","Lung and Bronchus","Mortality","16586",42722897
"2012","Black","Male and Female","Lung and Bronchus","Incidence","23126",43252304
"2012","Black","Male and Female","Lung and Bronchus","Mortality","16780",43252304
"2013","Black","Male and Female","Lung and Bronchus","Incidence","22917",43772123
"2013","Black","Male and Female","Lung and Bronchus","Mortality","16906",43772123
"2014","Black","Male and Female","Lung and Bronchus","Incidence","22880",44316094
"2014","Black","Male and Female","Lung and Bronchus","Mortality","16630",44316094
"1999","Black","Male and Female","Lymphomas","Incidence","4518",34705681
"1999","Black","Male and Female","Lymphomas","Mortality","1571",36173121
"2000","Black","Male and Female","Lymphomas","Incidence","4529",35251906
"2000","Black","Male and Female","Lymphomas","Mortality","1479",36728709
"2001","Black","Male and Female","Lymphomas","Incidence","4751",36203400
"2001","Black","Male and Female","Lymphomas","Mortality","1633",37249775
"2002","Black","Male and Female","Lymphomas","Incidence","4782",36353150
"2002","Black","Male and Female","Lymphomas","Mortality","1604",37748424
"2003","Black","Male and Female","Lymphomas","Incidence","5157",38209741
"2003","Black","Male and Female","Lymphomas","Mortality","1491",38209741
"2004","Black","Male and Female","Lymphomas","Incidence","5498",38738798
"2004","Black","Male and Female","Lymphomas","Mortality","1549",38738798
"2005","Black","Male and Female","Lymphomas","Incidence","5601",39280731
"2005","Black","Male and Female","Lymphomas","Mortality","1537",39280731
"2006","Black","Male and Female","Lymphomas","Incidence","5527",39857107
"2006","Black","Male and Female","Lymphomas","Mortality","1612",39857107
"2007","Black","Male and Female","Lymphomas","Incidence","5797",40451108
"2007","Black","Male and Female","Lymphomas","Mortality","1520",40451108
"2008","Black","Male and Female","Lymphomas","Incidence","5845",41048959
"2008","Black","Male and Female","Lymphomas","Mortality","1479",41048959
"2009","Black","Male and Female","Lymphomas","Incidence","6210",41632450
"2009","Black","Male and Female","Lymphomas","Mortality","1586",41632450
"2010","Black","Male and Female","Lymphomas","Incidence","6357",42200372
"2010","Black","Male and Female","Lymphomas","Mortality","1623",42200372
"2010-2014","Black","Male and Female","Lymphomas","Incidence","32089",214908633
"2010-2014","Black","Male and Female","Lymphomas","Mortality","8052",216263790
"2011","Black","Male and Female","Lymphomas","Incidence","6197",42461848
"2011","Black","Male and Female","Lymphomas","Mortality","1596",42722897
"2012","Black","Male and Female","Lymphomas","Incidence","6398",43252304
"2012","Black","Male and Female","Lymphomas","Mortality","1595",43252304
"2013","Black","Male and Female","Lymphomas","Incidence","6554",43772123
"2013","Black","Male and Female","Lymphomas","Mortality","1568",43772123
"2014","Black","Male and Female","Lymphomas","Incidence","6697",44316094
"2014","Black","Male and Female","Lymphomas","Mortality","1670",44316094
"1999","Black","Male and Female","Male Genital System","Incidence","24446",16506120
"1999","Black","Male and Female","Male Genital System","Mortality","5408",17195091
"2000","Black","Male and Female","Male Genital System","Incidence","25987",16781226
"2000","Black","Male and Female","Male Genital System","Mortality","5395",17475735
"2001","Black","Male and Female","Male Genital System","Incidence","26933",17243037
"2001","Black","Male and Female","Male Genital System","Mortality","5318",17734251
"2002","Black","Male and Female","Male Genital System","Incidence","27148",17327938
"2002","Black","Male and Female","Male Genital System","Mortality","5200",17977698
"2003","Black","Male and Female","Male Genital System","Incidence","27700",18194320
"2003","Black","Male and Female","Male Genital System","Mortality","4952",18194320
"2004","Black","Male and Female","Male Genital System","Incidence","27975",18461469
"2004","Black","Male and Female","Male Genital System","Mortality","4867",18461469
"2005","Black","Male and Female","Male Genital System","Incidence","28387",18729699
"2005","Black","Male and Female","Male Genital System","Mortality","4886",18729699
"2006","Black","Male and Female","Male Genital System","Incidence","30241",19016639
"2006","Black","Male and Female","Male Genital System","Mortality","4754",19016639
"2007","Black","Male and Female","Male Genital System","Incidence","32542",19308680
"2007","Black","Male and Female","Male Genital System","Mortality","4965",19308680
"2008","Black","Male and Female","Male Genital System","Incidence","32396",19602943
"2008","Black","Male and Female","Male Genital System","Mortality","4652",19602943
"2009","Black","Male and Female","Male Genital System","Incidence","33379",19887934
"2009","Black","Male and Female","Male Genital System","Mortality","4850",19887934
"2010","Black","Male and Female","Male Genital System","Incidence","32423",20170044
"2010","Black","Male and Female","Male Genital System","Mortality","4912",20170044
"2010-2014","Black","Male and Female","Male Genital System","Incidence","153535",102837400
"2010-2014","Black","Male and Female","Male Genital System","Mortality","23564",103518064
"2011","Black","Male and Female","Male Genital System","Incidence","33298",20303219
"2011","Black","Male and Female","Male Genital System","Mortality","4711",20434584
"2012","Black","Male and Female","Male Genital System","Incidence","30120",20705129
"2012","Black","Male and Female","Male Genital System","Mortality","4655",20705129
"2013","Black","Male and Female","Male Genital System","Incidence","29763",20967558
"2013","Black","Male and Female","Male Genital System","Mortality","4594",20967558
"2014","Black","Male and Female","Male Genital System","Incidence","28382",21240749
"2014","Black","Male and Female","Male Genital System","Mortality","4692",21240749
"1999","Black","Male and Female","Male and Female Breast","Incidence","17709",34705681
"1999","Black","Male and Female","Male and Female Breast","Mortality","5425",36173121
"2000","Black","Male and Female","Male and Female Breast","Incidence","17826",35251906
"2000","Black","Male and Female","Male and Female Breast","Mortality","5424",36728709
"2001","Black","Male and Female","Male and Female Breast","Incidence","18315",36203400
"2001","Black","Male and Female","Male and Female Breast","Mortality","5571",37249775
"2002","Black","Male and Female","Male and Female Breast","Incidence","18961",36353150
"2002","Black","Male and Female","Male and Female Breast","Mortality","5636",37748424
"2003","Black","Male and Female","Male and Female Breast","Incidence","19935",38209741
"2003","Black","Male and Female","Male and Female Breast","Mortality","5746",38209741
"2004","Black","Male and Female","Male and Female Breast","Incidence","20501",38738798
"2004","Black","Male and Female","Male and Female Breast","Mortality","5597",38738798
"2005","Black","Male and Female","Male and Female Breast","Incidence","20877",39280731
"2005","Black","Male and Female","Male and Female Breast","Mortality","5858",39280731
"2006","Black","Male and Female","Male and Female Breast","Incidence","21876",39857107
"2006","Black","Male and Female","Male and Female Breast","Mortality","5752",39857107
"2007","Black","Male and Female","Male and Female Breast","Incidence","23023",40451108
"2007","Black","Male and Female","Male and Female Breast","Mortality","5851",40451108
"2008","Black","Male and Female","Male and Female Breast","Incidence","23806",41048959
"2008","Black","Male and Female","Male and Female Breast","Mortality","5928",41048959
"2009","Black","Male and Female","Male and Female Breast","Incidence","24824",41632450
"2009","Black","Male and Female","Male and Female Breast","Mortality","5905",41632450
"2010","Black","Male and Female","Male and Female Breast","Incidence","25018",42200372
"2010","Black","Male and Female","Male and Female Breast","Mortality","6109",42200372
"2010-2014","Black","Male and Female","Male and Female Breast","Incidence","132559",214908633
"2010-2014","Black","Male and Female","Male and Female Breast","Mortality","31093",216263790
"2011","Black","Male and Female","Male and Female Breast","Incidence","26102",42461848
"2011","Black","Male and Female","Male and Female Breast","Mortality","6261",42722897
"2012","Black","Male and Female","Male and Female Breast","Incidence","26477",43252304
"2012","Black","Male and Female","Male and Female Breast","Mortality","6246",43252304
"2013","Black","Male and Female","Male and Female Breast","Incidence","27590",43772123
"2013","Black","Male and Female","Male and Female Breast","Mortality","6167",43772123
"2014","Black","Male and Female","Male and Female Breast","Incidence","27877",44316094
"2014","Black","Male and Female","Male and Female Breast","Mortality","6310",44316094
"1999","Black","Male and Female","Male and Female Breast, <i>in situ</i>","Incidence","3383",34705681
"2000","Black","Male and Female","Male and Female Breast, <i>in situ</i>","Incidence","3532",35251906
"2001","Black","Male and Female","Male and Female Breast, <i>in situ</i>","Incidence","3842",36203400
"2002","Black","Male and Female","Male and Female Breast, <i>in situ</i>","Incidence","3976",36353150
"2003","Black","Male and Female","Male and Female Breast, <i>in situ</i>","Incidence","4368",38209741
